,seed_track,seed_popularity,rec_track,rec_popularity,g
0,People,92,Super Freaky Girl,76,100
1,People,92,Those Eyes,90,100
2,People,92,How Do I Say Goodbye,77,100
3,People,92,Outside,68,100
4,People,92,Search & Rescue,91,100
5,People,92,People,92,100
6,People,92,Favorite Song,85,100
7,People,92,Another Love,64,100
8,People,92,Love Songs - Bonus,79,100
9,People,92,Kill Bill,94,100
10,People,92,Kilometre,61,100
11,People,92,N'y pense plus,69,100
12,People,92,Baby,70,100
13,People,92,Love,72,100
14,People,92,Remember - Acoustic,64,100
15,People,92,Cardboard Box,69,100
16,People,92,Mirror,66,100
17,People,92,Kontrol,63,100
18,People,92,Mapopo - Remix,56,100
19,People,92,Love Somebody,65,100
20,If We Ever Broke Up,88,Till You’re Ready,57,90
21,If We Ever Broke Up,88,live more & love more,75,90
22,If We Ever Broke Up,88,Maniac,80,90
23,If We Ever Broke Up,88,Dolls,70,90
24,If We Ever Broke Up,88,FU In My Head,64,90
25,If We Ever Broke Up,88,ceilings,91,90
26,If We Ever Broke Up,88,Not Another Rockstar,68,90
27,If We Ever Broke Up,88,Baby Don't Hurt Me,87,90
28,If We Ever Broke Up,88,Boyfriend,83,90
29,If We Ever Broke Up,88,That's What Friends Are For,44,90
30,If We Ever Broke Up,88,Gimme (feat. Koffee & Jessie Reyez),67,90
31,If We Ever Broke Up,88,Special (feat. SZA),78,90
32,If We Ever Broke Up,88,COFFEE,48,90
33,If We Ever Broke Up,88,Crazy,62,90
34,If We Ever Broke Up,88,People,92,90
35,If We Ever Broke Up,88,10:35,68,90
36,If We Ever Broke Up,88,SAD B!TCH,70,90
37,If We Ever Broke Up,88,Kill Bill - Sped Up Version,81,90
38,If We Ever Broke Up,88,Lottery (feat. LU KALA),78,90
39,If We Ever Broke Up,88,I DON'T WANNA BE LIKE YOU,66,90
40,Miracle (with Ellie Goulding),90,Over Again,65,90
41,Miracle (with Ellie Goulding),90,Tell Me Why - Radio Edit,66,90
42,Miracle (with Ellie Goulding),90,Higher Love,73,90
43,Miracle (with Ellie Goulding),90,Colourblind,63,90
44,Miracle (with Ellie Goulding),90,Silhouettes - Original Radio Edit,67,90
45,Miracle (with Ellie Goulding),90,Human (feat. Echoes) - Aaron Hibell Remix,58,90
46,Miracle (with Ellie Goulding),90,Wish You The Best,84,90
47,Miracle (with Ellie Goulding),90,Reload - Radio Edit,68,90
48,Miracle (with Ellie Goulding),90,Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,76,90
49,Miracle (with Ellie Goulding),90,Midnight Dreams,58,90
50,Miracle (with Ellie Goulding),90,Left & Right,67,90
51,Miracle (with Ellie Goulding),90,Kernkraft 400 (A Better Day) - MistaJam Remix,60,90
52,Miracle (with Ellie Goulding),90,Leave Me Like This,64,90
53,Miracle (with Ellie Goulding),90,Next To You (feat. Kane Brown),68,90
54,Miracle (with Ellie Goulding),90,Flowers,91,90
55,Miracle (with Ellie Goulding),90,What A Life (feat. Stevie Appleton),69,90
56,Miracle (with Ellie Goulding),90,Baby Don't Hurt Me,87,90
57,Miracle (with Ellie Goulding),90,One Kiss (with Dua Lipa),88,90
58,Miracle (with Ellie Goulding),90,Believe,70,90
59,Miracle (with Ellie Goulding),90,Dancing Feet (feat. DNCE),66,90
60,Daylight,93,My Blood,70,100
61,Daylight,93,Flowers,91,100
62,Daylight,93,ceilings,91,100
63,Daylight,93,Yes To Heaven,7,100
64,Daylight,93,If the World Was Ending (feat. Julia Michaels),74,100
65,Daylight,93,"All I Want - From ""High School Musical: The Musical: The Series""",79,100
66,Daylight,93,What A Time (feat. Niall Horan),80,100
67,Daylight,93,One Day,71,100
68,Daylight,93,I Found,74,100
69,Daylight,93,Moonlight,84,100
70,Daylight,93,Swan Upon Leda,65,100
71,Daylight,93,you were good to me,75,100
72,Daylight,93,The 30th,77,100
73,Daylight,93,Glimpse of Us,81,100
74,Daylight,93,You Get Me So High,83,100
75,Daylight,93,Eat Your Young,81,100
76,Daylight,93,Cannon Beach,65,100
77,Daylight,93,Atlantis - Extra Sped Up Version,74,100
78,Daylight,93,Turning Page,71,100
79,Daylight,93,Past Lives,73,100
80,Wish You The Best,84,July,81,90
81,Wish You The Best,84,AM:PM,71,90
82,Wish You The Best,84,Men On The Moon,64,90
83,Wish You The Best,84,Always You (Wedding Version) [From Maybe I Do],50,90
84,Wish You The Best,84,Creepin' (with The Weeknd & 21 Savage),96,90
85,Wish You The Best,84,Kiss Me,79,90
86,Wish You The Best,84,Easy On Me,83,90
87,Wish You The Best,84,Part Of Me,71,90
88,Wish You The Best,84,MUST BE NICE,61,90
89,Wish You The Best,84,Last Night,89,90
90,Wish You The Best,84,Moments,63,90
91,Wish You The Best,84,Little Do You Know,75,90
92,Wish You The Best,84,All Comes Back To You,57,90
93,Wish You The Best,84,Feather,77,90
94,Wish You The Best,84,Mother,82,90
95,Wish You The Best,84,Any Love,61,90
96,Wish You The Best,84,Headspace,57,90
97,Wish You The Best,84,Us,74,90
98,Wish You The Best,84,Call on Me,37,90
99,Wish You The Best,84,Bruises,68,90
100,Eyes Closed,89,"Lay It All on Me (feat. Big Sean, Vic Mensa & Ed Sheeran) - Rudi VIP Mix",30,90
101,Eyes Closed,89,Blame It on Me,70,90
102,Eyes Closed,89,Drunk,66,90
103,Eyes Closed,89,Ruin My Life,65,90
104,Eyes Closed,89,Almost,50,90
105,Eyes Closed,89,This City,77,90
106,Eyes Closed,89,All of Me,86,90
107,Eyes Closed,89,Little Dancer,42,90
108,Eyes Closed,89,Give Me Something,43,90
109,Eyes Closed,89,Not About Angels,73,90
110,Eyes Closed,89,Bedroom Floor,55,90
111,Eyes Closed,89,The Greatest (feat. Kendrick Lamar),70,90
112,Eyes Closed,89,Better With You,53,90
113,Eyes Closed,89,Symphony (feat. Zara Larsson),77,90
114,Eyes Closed,89,River (feat. Ed Sheeran),74,90
115,Eyes Closed,89,Bright Lights,14,90
116,Eyes Closed,89,Someone Like You,47,90
117,Eyes Closed,89,Bad Things (with Camila Cabello),72,90
118,Eyes Closed,89,Strip That Down - Nevada Remix,46,90
119,Eyes Closed,89,Carry Me (feat. Julia Michaels),60,90
120,Kill Bill,94,Read your Mind,67,100
121,Kill Bill,94,The Color Violet,88,100
122,Kill Bill,94,Strawberries & Cigarettes,81,100
123,Kill Bill,94,Reflections,81,100
124,Kill Bill,94,10:35,68,100
125,Kill Bill,94,Stargirl Interlude,85,100
126,Kill Bill,94,Bikini Bottom,57,100
127,Kill Bill,94,SOS,76,100
128,Kill Bill,94,Valentina,72,100
129,Kill Bill,94,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",84,100
130,Kill Bill,94,My Mind & Me,77,100
131,Kill Bill,94,Don't,84,100
132,Kill Bill,94,"New Person, Same Old Mistakes",81,100
133,Kill Bill,94,Infrunami,79,100
134,Kill Bill,94,traitor,87,100
135,Kill Bill,94,Japanese Denim,78,100
136,Kill Bill,94,NEW MAGIC WAND,84,100
137,Kill Bill,94,Rules,76,100
138,Kill Bill,94,Pain,82,100
139,Kill Bill,94,Private Landing (feat. Justin Bieber & Future),84,100
140,Red Flags,76,Fumbled the Bag,52,80
141,Red Flags,76,More,50,80
142,Red Flags,76,Enough To Drink,63,80
143,Red Flags,76,hurt so bad,56,80
144,Red Flags,76,1000 reasons,64,80
145,Red Flags,76,Nightlight,46,80
146,Red Flags,76,Freezing,74,80
147,Red Flags,76,Not Sad Anymore,60,80
148,Red Flags,76,Happier Than Ever - Edit,66,80
149,Red Flags,76,without you with me,60,80
150,Red Flags,76,Love v. Logic,47,80
151,Red Flags,76,The Other Side,57,80
152,Red Flags,76,Where Do We Go from Here?,59,80
153,Red Flags,76,Her,66,80
154,Red Flags,76,What Was,70,80
155,Red Flags,76,Supervillain,28,80
156,Red Flags,76,Easy,51,80
157,Red Flags,76,at least,62,80
158,Red Flags,76,I Raised Your Boyfriend,55,80
159,Red Flags,76,One More I Love You,58,80
160,Search & Rescue,91,No Clue (feat. Lil Yachty),62,100
161,Search & Rescue,91,Faneto,72,100
162,Search & Rescue,91,Die Trying,68,100
163,Search & Rescue,91,Origami (Hotties),63,100
164,Search & Rescue,91,LOVE. FEAT. ZACARI.,84,100
165,Search & Rescue,91,I GUESS IT'S LOVE?,74,100
166,Search & Rescue,91,Do Not Disturb,77,100
167,Search & Rescue,91,Shirt,84,100
168,Search & Rescue,91,Dreams and Nightmares,76,100
169,Search & Rescue,91,Flex,70,100
170,Search & Rescue,91,Stop Breathing,67,100
171,Search & Rescue,91,Middle of the Ocean,71,100
172,Search & Rescue,91,Last Last,81,100
173,Search & Rescue,91,Dah Dah DahDah,75,100
174,Search & Rescue,91,The Woo (feat. 50 Cent & Roddy Ricch),75,100
175,Search & Rescue,91,Nicky Nine Door,56,100
176,Search & Rescue,91,See You Again (feat. Kali Uchis),91,100
177,Search & Rescue,91,Step 1 (with Offset),58,100
178,Search & Rescue,91,Never Sleep (with Lil Baby feat. Travis Scott),68,100
179,Search & Rescue,91,Sorry Bout That,77,100
180,Boy's a liar Pt. 2,97,FreakyT,72,100
181,Boy's a liar Pt. 2,97,SORRY NOT SORRY,85,100
182,Boy's a liar Pt. 2,97,"bbycakes (with Lil Uzi Vert, PinkPantheress & Shygirl)",51,100
183,Boy's a liar Pt. 2,97,Bane,71,100
184,Boy's a liar Pt. 2,97,A New Kind Of Love - Demo,65,100
185,Boy's a liar Pt. 2,97,22,78,100
186,Boy's a liar Pt. 2,97,Valentina,72,100
187,Boy's a liar Pt. 2,97,Creepin' (with The Weeknd & 21 Savage),96,100
188,Boy's a liar Pt. 2,97,OOGA BOOGA!,71,100
189,Boy's a liar Pt. 2,97,Wine Pon You (feat. Konshens),78,100
190,Boy's a liar Pt. 2,97,BEAT IT,0,100
191,Boy's a liar Pt. 2,97,Chemical,71,100
192,Boy's a liar Pt. 2,97,Belong to the City,77,100
193,Boy's a liar Pt. 2,97,Been Away,76,100
194,Boy's a liar Pt. 2,97,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",84,100
195,Boy's a liar Pt. 2,97,Umbrella (with 21 Savage & Young Nudy),76,100
196,Boy's a liar Pt. 2,97,Kill Bill - Sped Up Version,81,100
197,Boy's a liar Pt. 2,97,Luxury,75,100
198,Boy's a liar Pt. 2,97,attachment (she wanna love),71,100
199,Boy's a liar Pt. 2,97,"Hey, Mickey!",70,100
200,Chemical,77,Don't,84,80
201,Chemical,77,Everybody Dies In Their Nightmares,84,80
202,Chemical,77,Money Trees,83,80
203,Chemical,77,1985 - Intro to “The Fall Off”,65,80
204,Chemical,77,Off Deez (with J. Cole),65,80
205,Chemical,77,Suicidal,75,80
206,Chemical,77,Wolves,68,80
207,Chemical,77,Drive My Car,42,80
208,Chemical,77,They Ain't You,54,80
209,Chemical,77,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",69,80
210,Chemical,77,TOES (feat. Lil Baby & Moneybagg Yo),69,80
211,Chemical,77,DEVASTATED,70,80
212,Chemical,77,Fuck It Off (feat. Chris Brown),58,80
213,Chemical,77,Just Let Go,49,80
214,Chemical,77,Selfish,56,80
215,Chemical,77,BAD!,75,80
216,Chemical,77,My Stress,67,80
217,Chemical,77,Robbery,82,80
218,Chemical,77,Money Made Me Do It,61,80
219,Chemical,77,N95,81,80
220,Flowers,98,Saturday Night Divas,49,100
221,Flowers,98,Love You Forever,29,100
222,Flowers,98,No Excuses,61,100
223,Flowers,98,Every Rose Has Its Thorn,54,100
224,Flowers,98,Va Va Voom,68,100
225,Flowers,98,Switch,50,100
226,Flowers,98,Feels Like Loneliness,42,100
227,Flowers,98,I Love You Bitch,63,100
228,Flowers,98,Die Tonight,4,100
229,Flowers,98,I Wish I Was Gay,10,100
230,Flowers,98,All I See Is Gold,37,100
231,Flowers,98,Complicated,81,100
232,Flowers,98,Crying in the Club,71,100
233,Flowers,98,WOW (feat. Sabrina Carpenter) - Remix,65,100
234,Flowers,98,Royals,36,100
235,Flowers,98,Rock Bottom,20,100
236,Flowers,98,So over You,8,100
237,Flowers,98,Nothing Breaks Like a Heart - Acoustic Version,56,100
238,Flowers,98,Sleepover,52,100
239,Flowers,98,Physical,78,100
240,ceilings,91,SNAP,90,100
241,ceilings,91,The Day That I Met You,58,100
242,ceilings,91,Heaven,88,100
243,ceilings,91,Stupid,52,100
244,ceilings,91,Strange,74,100
245,ceilings,91,things i wish you said,67,100
246,ceilings,91,pain's my only home,61,100
247,ceilings,91,I GUESS I'M IN LOVE,69,100
248,ceilings,91,Apocalypse,84,100
249,ceilings,91,Northern Attitude,72,100
250,ceilings,91,Die For You (with Ariana Grande) - Remix,87,100
251,ceilings,91,How Do I Tell You?,53,100
252,ceilings,91,that way,78,100
253,ceilings,91,Halley's Comet,77,100
254,ceilings,91,Those Eyes,90,100
255,ceilings,91,Dawns (feat. Maggie Rogers),79,100
256,ceilings,91,firearm,59,100
257,ceilings,91,Please Notice,72,100
258,ceilings,91,"You're On Your Own, Kid",84,100
259,ceilings,91,Fine Line,78,100
260,Hell N Back,84,Dirty Airforces,41,90
261,Hell N Back,84,Sea Sick,60,90
262,Hell N Back,84,Decent Audio,38,90
263,Hell N Back,84,Glass House,54,90
264,Hell N Back,84,disassociate.,19,90
265,Hell N Back,84,Super Bounce,59,90
266,Hell N Back,84,Patience (feat. Jorja Smith),46,90
267,Hell N Back,84,C U Girl,79,90
268,Hell N Back,84,FACE,64,90
269,Hell N Back,84,Hope That You Miss Me (feat. Bakar),32,90
270,Hell N Back,84,26 Ghosts,46,90
271,Hell N Back,84,All In,53,90
272,Hell N Back,84,petty crime,43,90
273,Hell N Back,84,Don't Forget 2 Be Nice,30,90
274,Hell N Back,84,Love Island Freestyle,50,90
275,Hell N Back,84,Handstand,25,90
276,Hell N Back,84,Whats For Dinner?,54,90
277,Hell N Back,84,Way I Feel,30,90
278,Hell N Back,84,PC Plod,33,90
279,Hell N Back,84,Atomic Vomit,69,90
280,Escapism.,89,i'm yours,82,90
281,Escapism.,89,Keeping Your Head Up - Jonas Blue Remix; Radio Edit [Radio Edit],67,90
282,Escapism.,89,Change Your Mind,41,90
283,Escapism.,89,Lifetime (with Ty Dolla $ign & 070 Shake),65,90
284,Escapism.,89,Born Again,65,90
285,Escapism.,89,White Tee (with NO1-NOAH),79,90
286,Escapism.,89,Mount Everest,83,90
287,Escapism.,89,Lavender Sunflower,76,90
288,Escapism.,89,BILLIE EILISH.,80,90
289,Escapism.,89,Over - Sped Up,65,90
290,Escapism.,89,Spin Back x Collide,63,90
291,Escapism.,89,Bikini Bottom,57,90
292,Escapism.,89,Shhh,39,90
293,Escapism.,89,Starlight,77,90
294,Escapism.,89,Stargirl Interlude,85,90
295,Escapism.,89,obsessed,66,90
296,Escapism.,89,Kill Bill - Sped Up Version,81,90
297,Escapism.,89,Escapism. - Live At Metropolis,36,90
298,Escapism.,89,brrr,64,90
299,Escapism.,89,Long Way 2 Go,76,90
300,REACT,76,Temptation (feat. Poppy Baskcomb),66,80
301,REACT,76,Risk It All - Club Mix,38,80
302,REACT,76,Get Lucky (With Kelli-Leigh),34,80
303,REACT,76,V I B R A T I O N,59,80
304,REACT,76,Put A Light On Me,65,80
305,REACT,76,Lay Low,67,80
306,REACT,76,I Just Want Your Touch,42,80
307,REACT,76,I'll Be Around,52,80
308,REACT,76,Lose Control,58,80
309,REACT,76,B.O.T.A. (Baddest Of Them All) - Edit,82,80
310,REACT,76,No Sleep,69,80
311,REACT,76,New York ft. mazie,57,80
312,REACT,76,Oh My (feat. Moby),68,80
313,REACT,76,City Of Love,59,80
314,REACT,76,10:35 (feat. Tate McRae) - Tiësto’s New Year’s Eve VIP Remix,60,80
315,REACT,76,Young Hearts Run Free (2023 Edit),60,80
316,REACT,76,Good Luck,60,80
317,REACT,76,Under Pressure,62,80
318,REACT,76,Done To Me,63,80
319,REACT,76,All Or Nothing,75,80
320,Calm Down (with Selena Gomez),96,Crazy What Love Can Do,82,100
321,Calm Down (with Selena Gomez),96,Kiss Me,79,100
322,Calm Down (with Selena Gomez),96,The Heart Wants What It Wants,76,100
323,Calm Down (with Selena Gomez),96,Deep Down (feat. Never Dull),82,100
324,Calm Down (with Selena Gomez),96,Can't Tame Her,82,100
325,Calm Down (with Selena Gomez),96,Maybe You’re The Problem,71,100
326,Calm Down (with Selena Gomez),96,"Yeh Yeh (feat. Rema, Ayra Starr & KDDO)",61,100
327,Calm Down (with Selena Gomez),96,Coming Back For You,65,100
328,Calm Down (with Selena Gomez),96,Lost Me,76,100
329,Calm Down (with Selena Gomez),96,Ta Ta Ta (with Jason Derulo),65,100
330,Calm Down (with Selena Gomez),96,Mexico,44,100
331,Calm Down (with Selena Gomez),96,The Motto,65,100
332,Calm Down (with Selena Gomez),96,For You,38,100
333,Calm Down (with Selena Gomez),96,Peace Be Unto You (PBUY),66,100
334,Calm Down (with Selena Gomez),96,Fetish (feat. Gucci Mane),73,100
335,Calm Down (with Selena Gomez),96,Oroma Baby,50,100
336,Calm Down (with Selena Gomez),96,All Over,61,100
337,Calm Down (with Selena Gomez),96,People,92,100
338,Calm Down (with Selena Gomez),96,Wrecking Ball,82,100
339,Calm Down (with Selena Gomez),96,Who We Love (feat. Ed Sheeran),75,100
340,Baby Don't Hurt Me,87,Don't You Worry - Farruko Remix,35,90
341,Baby Don't Hurt Me,87,Heaven Is A Place On Earth,69,90
342,Baby Don't Hurt Me,87,Love Don't Let Me Go,63,90
343,Baby Don't Hurt Me,87,Praising You (feat. Fatboy Slim),70,90
344,Baby Don't Hurt Me,87,When I’m Gone (with Katy Perry),79,90
345,Baby Don't Hurt Me,87,Red Flags,71,90
346,Baby Don't Hurt Me,87,Money On My Mind,61,90
347,Baby Don't Hurt Me,87,Bam Bam (feat. Ed Sheeran),80,90
348,Baby Don't Hurt Me,87,In The End,54,90
349,Baby Don't Hurt Me,87,I Ain't Worried,55,90
350,Baby Don't Hurt Me,87,Expiration Date_demo_V2.wav,58,90
351,Baby Don't Hurt Me,87,Unholy (feat. Kim Petras),86,90
352,Baby Don't Hurt Me,87,Drive - Radio Edit,43,90
353,Baby Don't Hurt Me,87,Calm Down (with Selena Gomez),96,90
354,Baby Don't Hurt Me,87,Instagram,64,90
355,Baby Don't Hurt Me,87,One Kiss (with Dua Lipa),88,90
356,Baby Don't Hurt Me,87,Questions,71,90
357,Baby Don't Hurt Me,87,All Or Nothing,75,90
358,Baby Don't Hurt Me,87,Never Gonna Not Dance Again,74,90
359,Baby Don't Hurt Me,87,Dirty Dancing,67,90
360,See You Again (feat. Kali Uchis),91,Superstar Sh*t,73,100
361,See You Again (feat. Kali Uchis),91,Belong to the City,77,100
362,See You Again (feat. Kali Uchis),91,Wait a Minute!,82,100
363,See You Again (feat. Kali Uchis),91,Sober,72,100
364,See You Again (feat. Kali Uchis),91,Rich Spirit,79,100
365,See You Again (feat. Kali Uchis),91,The Color Violet,88,100
366,See You Again (feat. Kali Uchis),91,Passion,67,100
367,See You Again (feat. Kali Uchis),91,Thinkin Bout You,80,100
368,See You Again (feat. Kali Uchis),91,Beware,73,100
369,See You Again (feat. Kali Uchis),91,EARFQUAKE,83,100
370,See You Again (feat. Kali Uchis),91,Miss The Rage (feat. Playboi Carti),76,100
371,See You Again (feat. Kali Uchis),91,Show Me How,81,100
372,See You Again (feat. Kali Uchis),91,White Tee (with NO1-NOAH),79,100
373,See You Again (feat. Kali Uchis),91,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",68,100
374,See You Again (feat. Kali Uchis),91,This Is America,72,100
375,See You Again (feat. Kali Uchis),91,Alright,82,100
376,See You Again (feat. Kali Uchis),91,Flight 22,61,100
377,See You Again (feat. Kali Uchis),91,Biking,70,100
378,See You Again (feat. Kali Uchis),91,ball w/o you,83,100
379,See You Again (feat. Kali Uchis),91,goosebumps,86,100
380,Heaven,88,Daydreaming,77,90
381,Heaven,88,Pineapple Sunrise,62,90
382,Heaven,88,Good Feeling (feat. Rhys Lewis),67,90
383,Heaven,88,In The Night,57,90
384,Heaven,88,Lavender Haze,89,90
385,Heaven,88,Remind Me,70,90
386,Heaven,88,die first,72,90
387,Heaven,88,We’re All Gonna Die (with Noah Kahan),67,90
388,Heaven,88,Lost The Breakup,75,90
389,Heaven,88,FALLING 4 SOMEBODY,57,90
390,Heaven,88,Bets On Us,58,90
391,Heaven,88,Vicious,68,90
392,Heaven,88,Boat,78,90
393,Heaven,88,only wanna dance,62,90
394,Heaven,88,Holding On To Heartache,63,90
395,Heaven,88,History,75,90
396,Heaven,88,River,86,90
397,Heaven,88,You Only Love Me,76,90
398,Heaven,88,Late Night Talking,89,90
399,Heaven,88,do u really? (with Ruth B.),65,90
400,Rush,81,Play Play (feat. Burna Boy),64,90
401,Rush,81,Forever (feat. Fridayy),78,90
402,Rush,81,Pablo Escobar,49,90
403,Rush,81,Aboboyaa (feat. Burna Boy),60,90
404,Rush,81,Bloody Samaritan - Mixed,42,90
405,Rush,81,WO WO,57,90
406,Rush,81,Bella,54,90
407,Rush,81,Machala,53,90
408,Rush,81,Touch It - Remix,59,90
409,Rush,81,Mood,55,90
410,Rush,81,Different (With Majid Jordan),58,90
411,Rush,81,Bloody Samaritan (Mixed),0,90
412,Rush,81,Bandana,71,90
413,Rush,81,NANA,60,90
414,Rush,81,On the Low,74,90
415,Rush,81,Repeat,35,90
416,Rush,81,Always on my mind,0,90
417,Rush,81,Shekini,55,90
418,Rush,81,Foreplay,61,90
419,Rush,81,Godly,59,90
420,Here,69,Love Backs Down,35,70
421,Here,69,Final Say,13,70
422,Here,69,Seventeen Going Under - Edit,58,70
423,Here,69,I Wish (feat. Mabel),68,70
424,Here,69,Oh My My,12,70
425,Here,69,Memory Lane (feat. Tom Grennan),55,70
426,Here,69,Make Believe,45,70
427,Here,69,Love Has Different Ways to Say Goodbye,31,70
428,Here,69,Better By Now,32,70
429,Here,69,Perfume,28,70
430,Here,69,No Warning,8,70
431,Here,69,Freakwave,15,70
432,Here,69,Midnight,48,70
433,Here,69,Burn,18,70
434,Here,69,Feel Alive,21,70
435,Here,69,Drunk on You,21,70
436,Here,69,We Get By,47,70
437,Here,69,Royal Highness,51,70
438,Here,69,Kampfire Vampire,53,70
439,Here,69,Nobody Knows,14,70
440,Players,93,Reminder,90,100
441,Players,93,Just Wanna Rock,91,100
442,Players,93,6000 Degrees (AH HA),69,100
443,Players,93,Potion (with Dua Lipa & Young Thug),66,100
444,Players,93,Seven,69,100
445,Players,93,OOGA BOOGA!,71,100
446,Players,93,Material Girl,63,100
447,Players,93,Superhero (Heroes & Villains) [with Future & Chris Brown],90,100
448,Players,93,Anthem (with Big Sean & EST Gee) - Soundtrack Version,66,100
449,Players,93,Blow It (feat. Kali),40,100
450,Players,93,Eat Your Young,81,100
451,Players,93,GASLIGHT,59,100
452,Players,93,SIXTEEN,59,100
453,Players,93,Deep Down (feat. Never Dull),82,100
454,Players,93,Shabooya - Remix,55,100
455,Players,93,Pray It Away,57,100
456,Players,93,Slow Motion (feat. Wizkid),69,100
457,Players,93,LONDON (feat. J. Cole),64,100
458,Players,93,I Just Came To Dance,58,100
459,Players,93,The King's Affirmation,70,100
460,Creepin' (with The Weeknd & 21 Savage),96,Solo,82,100
461,Creepin' (with The Weeknd & 21 Savage),96,Love In The Dark,83,100
462,Creepin' (with The Weeknd & 21 Savage),96,FaceTime,61,100
463,Creepin' (with The Weeknd & 21 Savage),96,Father Stretch My Hands Pt. 1,84,100
464,Creepin' (with The Weeknd & 21 Savage),96,Sweater Weather,91,100
465,Creepin' (with The Weeknd & 21 Savage),96,DO IT AGAIN (feat. 2Rare),65,100
466,Creepin' (with The Weeknd & 21 Savage),96,MIDDLE OF THE NIGHT,87,100
467,Creepin' (with The Weeknd & 21 Savage),96,Shadows (with Kehlani),63,100
468,Creepin' (with The Weeknd & 21 Savage),96,Trust,80,100
469,Creepin' (with The Weeknd & 21 Savage),96,Pray 4 Love (feat. The Weeknd),65,100
470,Creepin' (with The Weeknd & 21 Savage),96,I Hate U,78,100
471,Creepin' (with The Weeknd & 21 Savage),96,Who We Love (feat. Ed Sheeran),75,100
472,Creepin' (with The Weeknd & 21 Savage),96,Heaven,88,100
473,Creepin' (with The Weeknd & 21 Savage),96,Her Old Friends,66,100
474,Creepin' (with The Weeknd & 21 Savage),96,I GUESS IT'S LOVE?,74,100
475,Creepin' (with The Weeknd & 21 Savage),96,Slidin,71,100
476,Creepin' (with The Weeknd & 21 Savage),96,Self Esteem - #1 HIT - Kisses for Me,71,100
477,Creepin' (with The Weeknd & 21 Savage),96,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],74,100
478,Creepin' (with The Weeknd & 21 Savage),96,Calm Down (with Selena Gomez),96,100
479,Creepin' (with The Weeknd & 21 Savage),96,You Know What I Need,66,100
480,Anti-Hero,94,Rose Colored Lenses,80,100
481,Anti-Hero,94,Power,75,100
482,Anti-Hero,94,She Looks So Perfect,75,100
483,Anti-Hero,94,Super Freaky Girl,76,100
484,Anti-Hero,94,Perfect,80,100
485,Anti-Hero,94,Wildest Dreams (Taylor's Version),84,100
486,Anti-Hero,94,Difficult,66,100
487,Anti-Hero,94,Heart Attack - Rock Version,76,100
488,Anti-Hero,94,Daylight,93,100
489,Anti-Hero,94,Love Me Like You Do,65,100
490,Anti-Hero,94,watch,59,100
491,Anti-Hero,94,Bad Decisions (with BTS & Snoop Dogg),78,100
492,Anti-Hero,94,Robbers,75,100
493,Anti-Hero,94,BREAK MY SOUL,77,100
494,Anti-Hero,94,hope ur ok,74,100
495,Anti-Hero,94,Remember - Acoustic,64,100
496,Anti-Hero,94,Irrelevant,66,100
497,Anti-Hero,94,Come Back Home,74,100
498,Anti-Hero,94,Shirt,84,100
499,Anti-Hero,94,It'll Be Okay,78,100
500,Whistle (feat. Calum Scott),80,Million Dollar Baby - Nathan Dawe Remix,58,80
501,Whistle (feat. Calum Scott),80,Is It Love,55,80
502,Whistle (feat. Calum Scott),80,Heart Wants What It Wants - Nicky Romero Remix,53,80
503,Whistle (feat. Calum Scott),80,We Got Love,59,80
504,Whistle (feat. Calum Scott),80,Heavy Metal Love,75,80
505,Whistle (feat. Calum Scott),80,No Air,48,80
506,Whistle (feat. Calum Scott),80,Lay Low (Nick Strand x Mio Remix),59,80
507,Whistle (feat. Calum Scott),80,Without it,54,80
508,Whistle (feat. Calum Scott),80,Left & Right,67,80
509,Whistle (feat. Calum Scott),80,Feels So Good,50,80
510,Whistle (feat. Calum Scott),80,Day N Night,57,80
511,Whistle (feat. Calum Scott),80,"World, Hold On - FISHER Rework",62,80
512,Whistle (feat. Calum Scott),80,YOU (feat. Dotter),55,80
513,Whistle (feat. Calum Scott),80,Lovefool,71,80
514,Whistle (feat. Calum Scott),80,Play - Purple Disco Machine Remix,47,80
515,Whistle (feat. Calum Scott),80,Clouds,69,80
516,Whistle (feat. Calum Scott),80,2 Die 4 (Jax Jones Midnight Snacks Remix),65,80
517,Whistle (feat. Calum Scott),80,When I Get There,70,80
518,Whistle (feat. Calum Scott),80,Saturday Night (Feel The Groove),42,80
519,Whistle (feat. Calum Scott),80,"Use Me (Brutal Hearts) (feat. Sturgill Simpson, Dove Cameron & Johnny Blue Skies)",72,80
520,Tony Soprano 2,68,Golden (Soul Food),49,70
521,Tony Soprano 2,68,Private Ryan,43,70
522,Tony Soprano 2,68,TBK,33,70
523,Tony Soprano 2,68,Snakes & Ladders,55,70
524,Tony Soprano 2,68,Bentayga,50,70
525,Tony Soprano 2,68,Dark Days,42,70
526,Tony Soprano 2,68,Teddy Bruckshot 2,48,70
527,Tony Soprano 2,68,Straight Drop 2,44,70
528,Tony Soprano 2,68,Didn't Know,50,70
529,Tony Soprano 2,68,God's Clever,57,70
530,Tony Soprano 2,68,Free The Guys,43,70
